epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,9.999444846167473e-05,1.568587612121477,0.03689015307795258,1.4433675479888917,0.05036458330857553,0.09585084296759351
1,9.997779521645792e-05,1.3417558533336045,0.055500691384472466,1.300494179725647,0.0656833645936373,0.12312518244961852
2,9.995004437328866e-05,1.1749755991708248,0.07913746761669933,1.1025387830734252,0.08101039243118639,0.14974316150295364
3,9.991120277927223e-05,1.068628731123898,0.11120142039112003,1.0935397701263427,0.08816016328963626,0.16185152084671403
4,9.986128001799077e-05,1.0006844043184857,0.14249871035076228,0.997444598197937,0.15760636872909903,0.27162757924936803
5,9.98002884071386e-05,0.9204963382777818,0.17089374834441867,0.9259336099624634,0.1594817380143271,0.2745315120508488
6,9.972824299548309e-05,0.8663164161214041,0.18825176459322351,0.8599935684204102,0.20623094614693072,0.3412920216176589
7,9.96451615591515e-05,0.8571857099139363,0.18907797259309075,0.8382112722396851,0.2046377015411566,0.33892526395474887
8,9.955106459724507e-05,0.8430354305363577,0.1966871042832909,0.8834375371932983,0.17176854042046913,0.2918112847760975
9,9.944597532678118e-05,0.8225500591851156,0.1862524800432662,0.866475471496582,0.14341851992443377,0.25020045854240913
10,9.93299196769648e-05,0.8163809500156193,0.1846390426044224,0.8161967468261718,0.1990060017445928,0.3309244103687711
11,9.920292628279096e-05,0.8125817942509957,0.18353426923090843,0.8311370840072632,0.17444229574643877,0.2952115520008724
12,9.906502647797942e-05,0.8100973504398941,0.18735010419456027,0.8857828521728516,0.12476618474682649,0.22129585403619653
13,9.89162542872436e-05,0.8127875144875377,0.1833555594203371,0.8193124561309815,0.1673878194935852,0.2856398509470982
14,9.875664641789541e-05,0.8220025194347451,0.17725928705995278,0.832693350315094,0.18505805462333194,0.31090101328039316
15,9.858624225078837e-05,0.8316923278734225,0.16743219074240717,0.8334047446250915,0.1970164846314227,0.3282397526463027
16,9.840508383060089e-05,0.8179154765168462,0.1731332873143525,0.9034390845298768,0.11138235977919951,0.19711741055207163
17,9.821321585546241e-05,0.8139446323071051,0.1777245510185111,0.8263308629989624,0.19687182099463812,0.32836293183641907
18,9.801068566592483e-05,0.8236324628558728,0.17687269752531545,0.9968793039321899,0.1375542275195994,0.2416291631254798
19,9.779754323328188e-05,0.8437714636872667,0.1602651230993371,0.890804087638855,0.1059489046388881,0.1909641873729984
20,9.75738411472395e-05,0.8320365055985407,0.16599775897901736,0.859787431716919,0.07616489992699757,0.14059107637396978
21,9.733963460294011e-05,0.893752499457893,0.12528125081005362,0.8594741439819336,0.12132921727509852,0.21598217634762132
22,9.7094981387344e-05,0.8413571578647019,0.1554775557921647,0.8549035143852234,0.15299025377135705,0.26395298780384024
23,9.683994186497128e-05,0.8261733128937012,0.17054301626490062,0.8865331878662109,0.1347005906599519,0.23663296896092495
24,9.657457896300787e-05,0.8575176090822307,0.15323418559651247,0.8554380922317505,0.16030549341089906,0.27465603413114476
